"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Biological Process"	"Cellular Component"	"Molecular Function"	"Pfam IDs"	"Entrez Gene ID"	"Gene Symbol"	"Gene ID"	"Ensembl Gene ID"	"Reactome Pathways"	"WikiPathways"	"Number of Protein Pathway Groups"	"Number of Razor Peptides"	"Abundance Ratio Con_Abeta  Con"	"Abundance Ratio siIft88  Con"	"Abundance Ratio siIft88_Abeta  Con_Abeta"	"Abundance Ratio siIft88_Abeta  siIft88"	"Abundance Ratio log2 Con_Abeta  Con"	"Abundance Ratio log2 siIft88  Con"	"Abundance Ratio log2 siIft88_Abeta  Con_Abeta"	"Abundance Ratio log2 siIft88_Abeta  siIft88"	"Abundance Ratio P-Value Con_Abeta  Con"	"Abundance Ratio P-Value siIft88  Con"	"Abundance Ratio P-Value siIft88_Abeta  Con_Abeta"	"Abundance Ratio P-Value siIft88_Abeta  siIft88"	"Abundance Ratio Adj P-Value Con_Abeta  Con"	"Abundance Ratio Adj P-Value siIft88  Con"	"Abundance Ratio Adj P-Value siIft88_Abeta  Con_Abeta"	"Abundance Ratio Adj P-Value siIft88_Abeta  siIft88"	"Abundance Ratio Variability in Percent Con_Abeta  Con"	"Abundance Ratio Variability in Percent siIft88  Con"	"Abundance Ratio Variability in Percent siIft88_Abeta  Con_Abeta"	"Abundance Ratio Variability in Percent siIft88_Abeta  siIft88"	"Abundance Ratio Weight Con_Abeta  Con"	"Abundance Ratio Weight siIft88  Con"	"Abundance Ratio Weight siIft88_Abeta  Con_Abeta"	"Abundance Ratio Weight siIft88_Abeta  siIft88"	"Abundance F1 Sample Con"	"Abundance F2 Sample Con"	"Abundance F3 Sample Con"	"Abundance F4 Sample Con"	"Abundance F5 Sample Con_Abeta"	"Abundance F6 Sample Con_Abeta"	"Abundance F7 Sample Con_Abeta"	"Abundance F8 Sample Con_Abeta"	"Abundance F9 Sample siIft88"	"Abundance F10 Sample siIft88"	"Abundance F11 Sample siIft88"	"Abundance F12 Sample siIft88"	"Abundance F13 Sample siIft88_Abeta"	"Abundance F14 Sample siIft88_Abeta"	"Abundance F15 Sample siIft88_Abeta"	"Abundance F16 Sample siIft88_Abeta"	"Abundances Normalized F1 Sample Con"	"Abundances Normalized F2 Sample Con"	"Abundances Normalized F3 Sample Con"	"Abundances Normalized F4 Sample Con"	"Abundances Normalized F5 Sample Con_Abeta"	"Abundances Normalized F6 Sample Con_Abeta"	"Abundances Normalized F7 Sample Con_Abeta"	"Abundances Normalized F8 Sample Con_Abeta"	"Abundances Normalized F9 Sample siIft88"	"Abundances Normalized F10 Sample siIft88"	"Abundances Normalized F11 Sample siIft88"	"Abundances Normalized F12 Sample siIft88"	"Abundances Normalized F13 Sample siIft88_Abeta"	"Abundances Normalized F14 Sample siIft88_Abeta"	"Abundances Normalized F15 Sample siIft88_Abeta"	"Abundances Normalized F16 Sample siIft88_Abeta"	"Found in Sample F1 Sample Con"	"Found in Sample F2 Sample Con"	"Found in Sample F3 Sample Con"	"Found in Sample F4 Sample Con"	"Found in Sample F5 Sample Con_Abeta"	"Found in Sample F6 Sample Con_Abeta"	"Found in Sample F7 Sample Con_Abeta"	"Found in Sample F8 Sample Con_Abeta"	"Found in Sample F9 Sample siIft88"	"Found in Sample F10 Sample siIft88"	"Found in Sample F11 Sample siIft88"	"Found in Sample F12 Sample siIft88"	"Found in Sample F13 Sample siIft88_Abeta"	"Found in Sample F14 Sample siIft88_Abeta"	"Found in Sample F15 Sample siIft88_Abeta"	"Found in Sample F16 Sample siIft88_Abeta"	"Number of Protein Groups"	"Modifications"
"False"	"High"	"IsMasterProtein"	"Q6PF93"	"Phosphatidylinositol 3-kinase catalytic subunit type 3 [OS=Mus musculus]"	"0.004"	"1.997"	"2"	"1"	"2"	"1"	"887"	"101.4"	"6.73"	"0.00"	"1"	"cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;transport;signal transduction;other biological processes"	"other membranes;cytosol;other cytoplasmic organelle;other cell component"	"kinase activity;other molecular function"	"Pf00454, Pf00613, Pf00792"	"225326"	"Pik3c3"	"mmu:225326; Q6PF93; Q8R3S8"	"ENSMUSG00000033628"	"Macroautophagy; Synthesis of PIPs at the Golgi membrane; PI3K Cascade; RHO GTPases Activate NADPH Oxidases; Synthesis of PIPs at the early endosome membrane; Synthesis of PIPs at the late endosome membrane; Toll Like Receptor 9 (TLR9) Cascade"	"Microglia pathogen phagocytosis pathway; Regulation of actin cytoskeleton; Insulin signaling"	"10"	"0"	""	"100.000"	""	"0.010"	""	"6.64"	""	"-6.64"	""	"1E-17"	""	"1E-17"	""	"6.59604519774011E-17"	""	"1.64732824427481E-16"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"58380.5625"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"664260.770574323"	""	""	""	""	""	""	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"High"	"High"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"1"	""
"False"	"High"	"IsMasterProtein"	"A2BH40"	"AT-rich interactive domain-containing protein 1A [OS=Mus musculus]"	"0.004"	"1.987"	"1"	"1"	"2"	"1"	"2283"	"241.9"	"6.68"	"0.00"	"1"	"cell organization and biogenesis;transport;developmental processes;signal transduction;other biological processes"	"nucleus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf01388, Pf12031"	"93760"	"Arid1a"	"A2BH40; mmu:93760; Q640Q1; Q925Q1"	"ENSMUSG00000007880"	"RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known; RMTs methylate histone arginines"	""	"2"	"0"	""	"100.000"	"100.000"	"1.431"	""	"6.64"	"6.64"	"0.52"	""	"1E-17"	"1E-17"	"0.0485684667472868"	""	"6.59604519774011E-17"	"6.29076086956522E-17"	"0.216999484970279"	""	""	""	"38.04"	""	""	""	"16.7470721188493"	""	""	""	""	""	""	""	""	"50227.49609375"	"27192.505859375"	""	""	""	"73037.6328125"	""	""	""	""	""	""	""	""	""	""	"514055.206007318"	"309399.466577514"	""	""	""	"570705.492809922"	""	""	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"Peak Found"	"Peak Found"	"High"	"n/a"	"n/a"	"High"	"n/a"	"n/a"	"1"	""
"False"	"High"	"IsMasterProtein"	"P97797"	"Tyrosine-protein phosphatase non-receptor type substrate 1 [OS=Mus musculus]"	"0.004"	"1.963"	"3"	"1"	"1"	"1"	"513"	"56.4"	"8.28"	"0.00"	"1"	"cell adhesion;cell organization and biogenesis;stress response;transport;other biological processes"	"plasma membrane;other membranes;other cell component"	"enzyme regulator activity;other molecular function"	"Pf07654, Pf07686"	"19261"	"Sirpa"	"A0A0R4J1Z7; E0CYM8; E9QPT7; mmu:19261; O08907; O35924; O88555; O88556; P97796; P97797; Q8R559; Q9QX57; Q9WTN4"	"ENSMUSG00000037902"	"Neutrophil degranulation; Cell surface interactions at the vascular wall; DAP12 interactions; Signal regulatory protein family interactions"	"IL-1 signaling pathway"	"5"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"n/a"	"n/a"	"n/a"	"n/a"	"High"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q61235"	"Beta-2-syntrophin [OS=Mus musculus]"	"0.004"	"1.955"	"2"	"1"	"2"	"1"	"520"	"56.3"	"8.69"	"3.23"	"1"	""	"plasma membrane;other membranes;cytoskeleton;ER/Golgi;nucleus;other cell component"	"cytoskeletal activity;other molecular function"	"Pf00595, Pf18012"	"20650"	"Sntb2"	"mmu:20650; Q61235"	"ENSMUSG00000041308"	""	""	"0"	"0"	"0.758"	"1.933"	"2.929"	"1.194"	"-0.40"	"0.95"	"1.55"	"0.26"	"0.611545221694971"	"0.713883371688026"	"0.307090367422641"	"0.0915555186283723"	"0.88106646449386"	"0.937647340629836"	"0.711625826409824"	"0.332620890909137"	"33.43"	"13.03"	"21.08"	"24.76"	"21.2398835367385"	"20.675402092855"	"20.4615303899453"	"19.2921902103564"	"1896277.75"	"1383261.75"	"1424688.75"	"1280175.25"	"1165954.875"	"1072698.75"	"745864.25"	""	"270797.28125"	"241643.75"	""	"569776.0625"	"315047.28125"	"431771.8125"	"319112.25"	"464516.5"	"2019197.87680044"	"1432159.86843213"	"1424688.75"	"1486969.54293547"	"1404195.91071613"	"1227655.11954158"	"882101.838502267"	""	"2771485.00373906"	"2749450.44559084"	""	"4419577.46650404"	"3219536.21055684"	"3373802.4569722"	"3922325.47132326"	"3770351.38089007"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q9CRB5"	"Prolactin-7C1 [OS=Mus musculus]"	"0.005"	"1.924"	"3"	"1"	"18"	"1"	"251"	"29.2"	"5.45"	"20.89"	"1"	"signal transduction;other biological processes"	"non-structural extracellular"	"signal transduction activity or receptor binding"	"Pf00103"	"67505"	"Prl7c1"	"mmu:67505; Q9CRB5"	"ENSMUSG00000060738"	""	""	"0"	"0"	"0.942"	"0.582"	"0.641"	"1.025"	"-0.09"	"-0.78"	"-0.64"	"0.04"	"0.952934870032475"	"0.266069155385678"	"0.233956308729716"	"0.498555077323415"	"0.983043684751927"	"0.706793490131465"	"0.641716652499161"	"0.79784832542209"	"6.23"	"15.82"	"8.84"	"16.04"	"26.7070948074162"	"25.9172941078823"	"25.6929865145497"	"22.9421259892776"	"59371197"	"60060733"	"69754553"	"56349839"	"49355829"	"57562824"	"49841148"	""	"3654917.29296875"	"2576770"	""	"5399291.03125"	"4137328.1640625"	"4949509.4375"	"2912994.6328125"	"4687520"	"63219744.5366327"	"62183871.9036491"	"69754553"	"65452362.356105"	"59440768.0244096"	"65878044.1189764"	"58945000.0906513"	""	"37406389.0915428"	"29318786.1249675"	""	"41880637.9336265"	"42280250.0827989"	"38674750.4529249"	"35804683.2928176"	"38047297.5770502"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"High"	"n/a"	"High"	"High"	"High"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q91WG4"	"Elongator complex protein 2 [OS=Mus musculus]"	"0.005"	"1.908"	"2"	"1"	"1"	"1"	"831"	"93.0"	"5.82"	"0.00"	"1"	"cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes;other biological processes"	"cytosol;nucleus;other cell component"	"enzyme regulator activity;other molecular function"	"Pf00400"	"58523"	"Elp2"	"mmu:58523; Q3TIH5; Q3TIT0; Q8CBW6; Q91WG4; Q9ESY7"	"ENSMUSG00000024271"	""	""	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q9D964"	"Glycine amidinotransferase, mitochondrial [OS=Mus musculus]"	"0.005"	"1.898"	"4"	"1"	"1"	"1"	"423"	"48.3"	"7.88"	"0.00"	"1"	"other metabolic processes;other biological processes"	"other membranes;mitochondrion"	"other molecular function"	""	"67092"	"Gatm"	"A2AK36; mmu:67092; Q3U8U4; Q3UAM0; Q3UKD9; Q6IU01; Q9D964"	"ENSMUSG00000027199"	"Creatine metabolism"	""	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q8BTI9"	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform [OS=Mus musculus]"	"0.005"	"1.889"	"1"	"1"	"1"	"1"	"1064"	"121.6"	"7.09"	"1.69"	"1"	"cell adhesion;cell cycle OR cell proliferation;other metabolic processes;stress response;transport;developmental processes;signal transduction;other biological processes"	"plasma membrane;other membranes;cytosol;nucleus;other cell component"	"kinase activity;other molecular function"	"Pf00454, Pf00613, Pf00792, Pf00794, Pf02192"	"74769"	"Pik3cb"	"mmu:74769; Q3U4Q1; Q8BTI9"	"ENSMUSG00000032462"	"Downstream TCR signaling; GPVI-mediated activation cascade; PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling; Role of phospholipids in phagocytosis; Role of LAT2/NTAL/LAB on calcium mobilization; RAF/MAP kinase cascade; PIP3 activates AKT signaling; RET signaling; Signaling by ALK; Downstream signal transduction; Synthesis of PIPs at the plasma membrane; Tie2 Signaling; PI3K Cascade; PI3K/AKT activation; DAP12 signaling; VEGFA-VEGFR2 Pathway; Interleukin receptor SHC signaling; Regulation of signaling by CBL; Erythropoietin activates Phosphoinositide-3-kinase (PI3K)"	"MicroRNAs in cardiomyocyte hypertrophy; Chemokine signaling pathway; Focal adhesion: PI3K-Akt-mTOR signaling pathway; G13 signaling pathway; Microglia pathogen phagocytosis pathway; IL-2 signaling pathway; Alpha 6 beta 4 integrin signaling pathway; Regulation of actin cytoskeleton; EGFR1 signaling pathway; Insulin signaling; Focal adhesion"	"32"	"0"	"1.308"	"1.699"	"0.889"	"0.767"	"0.39"	"0.76"	"-0.17"	"-0.38"	"0.282150051217742"	"0.834973324363878"	"0.491024199427457"	"0.340988123839132"	"0.701406652654715"	"0.973767049957793"	"0.850488994420198"	"0.737099548391081"	"42.39"	"16.36"	"40.08"	"24.39"	"20.084368831965"	"19.0747543285032"	"19.4308955473921"	"17.1676364419929"	"413468.84375"	"472168.75"	"735445.3125"	""	""	"479160.71875"	"853643.625"	""	"77698.4375"	"80001.765625"	""	"107100.953125"	"53304.2734375"	"96994.5859375"	"65287.890625"	"69210.3359375"	"440270.636209876"	"488859.852358214"	"735445.3125"	""	""	"548377.733689594"	"1009567.9086888"	""	"795207.593485419"	"910269.312348076"	""	"830749.113950983"	"544727.88283887"	"757901.657484735"	"802477.36139056"	"561761.069141395"	"Peak Found"	"High"	"Peak Found"	"n/a"	"n/a"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q7TPD1"	"F-box only protein 11 [OS=Mus musculus]"	"0.005"	"1.882"	"1"	"1"	"12"	"1"	"930"	"103.7"	"7.05"	"14.75"	"1"	"protein metabolism;other metabolic processes;other biological processes"	"nucleus;other cell component"	"other molecular function"	"Pf02207, Pf12937, Pf13229"	"225055"	"Fbxo11"	"A1A595; E9QP06; mmu:225055; Q08EB9; Q08EC0; Q7TPD1; Q80UP0"	"ENSMUSG00000005371"	"Neddylation; Antigen processing: Ubiquitination & Proteasome degradation"	""	"2"	"0"	"1.215"	"0.189"	"0.142"	"0.924"	"0.28"	"-2.40"	"-2.82"	"-0.11"	"0.126400419562215"	"0.0125318331173845"	"0.000708839740811484"	"0.776301180173925"	"0.453746327738192"	"0.0669607101352237"	"0.00410240999994647"	"0.935856621232726"	"37.98"	"11.95"	"44.60"	"34.74"	"25.285068691619"	"24.2494244633051"	"24.3807795763525"	"19.7848619285194"	"20764814"	"19636424"	"19279080"	"19362210"	"21386176"	"30302272"	"15809274"	""	"444791.9375"	"347372.375"	""	"456136.96875"	"610445.375"	"453041"	"207678.453125"	"464061.6875"	"22110826.5078552"	"20330568.9702745"	"19279080"	"22489902.4988341"	"25756040.4171349"	"34679577.4252011"	"18696954.1183749"	""	"4552239.88540428"	"3952442.929849"	""	"3538114.009005"	"6238273.13024765"	"3539996.81002599"	"2552651.88515076"	"3766659.79418127"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"Peak Found"	"High"	"n/a"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q8VD63"	"Testis-specific Y-encoded-like protein 4 [OS=Mus musculus]"	"0.005"	"1.863"	"7"	"1"	"1"	"1"	"406"	"44.8"	"6.99"	"0.00"	"1"	"cell organization and biogenesis"	"nucleus;other cell component"	"other molecular function"	"Pf00956"	"72480"	"Tspyl4"	"mmu:72480; Q8VD63"	"ENSMUSG00000039485"	""	""	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"n/a"	"n/a"	"n/a"	"High"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"1"	"Met-loss [N-Term]"
"False"	"High"	"IsMasterProtein"	"P48453"	"Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform [OS=Mus musculus]"	"0.005"	"1.861"	"2"	"1"	"1"	"1"	"525"	"59.1"	"5.91"	"0.00"	"1"	"protein metabolism;other metabolic processes;transport;developmental processes;signal transduction;other biological processes"	"plasma membrane;other membranes;cytosol;cytoskeleton;other cell component"	"other molecular function"	"Pf00149"	"19056"	"Ppp3cb"	"mmu:19056; P48453; Q6NZR4"	"ENSMUSG00000021816"	"FCERI mediated Ca+2 mobilization; Ca2+ pathway; Calcineurin activates NFAT; CLEC7A (Dectin-1) induces NFAT activation"	"MicroRNAs in cardiomyocyte hypertrophy; Alzheimer's disease; Mapk signaling pathway"	"7"	"0"	"1.216"	"1.294"	"1.200"	"0.996"	"0.28"	"0.37"	"0.26"	"-0.01"	"0.296382902474374"	"0.899100807844366"	"0.781107562412799"	"0.722870746351735"	"0.714265527230305"	"0.981146674693151"	"0.926364757677064"	"0.914037583906866"	"63.91"	"50.72"	"34.41"	"31.08"	"21.3823714931487"	"20.5988346869139"	"20.5797513418349"	"18.685693996899"	"1073982.875"	"2102237.25"	"673038.3125"	"1749666.375"	"1086148.125"	"2235467.25"	"1362794.5"	""	"256467.34375"	"130397.5078125"	"184035.96875"	"258165.234375"	""	"204398.40625"	"199114.390625"	"238207.703125"	"1143600.37231889"	"2176551.05649609"	"673038.3125"	"2032300.35100531"	"1308082.1464527"	"2558390.98724599"	"1611718.93404299"	""	"2624824.71711268"	"1483677.87687045"	"1883621.5303818"	"2002508.22660435"	""	"1597139.56595407"	"2447387.85820804"	"1933465.74861387"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"n/a"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q8R3S6"	"Exocyst complex component 1 [OS=Mus musculus]"	"0.005"	"1.859"	"2"	"1"	"1"	"1"	"894"	"101.8"	"6.52"	"2.42"	"1"	"cell cycle OR cell proliferation;cell organization and biogenesis;transport;developmental processes;signal transduction;other biological processes"	"plasma membrane;other membranes;other cell component"	"other molecular function"	"Pf09763, Pf15277"	"69940"	"Exoc1"	"E9QQ24; mmu:69940; Q8R3S6"	"ENSMUSG00000036435"	"VxPx cargo-targeting to cilium; Insulin processing"	""	"2"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"High"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"1"	""
"False"	"High"	"IsMasterProtein"	"O88738"	"Baculoviral IAP repeat-containing protein 6 [OS=Mus musculus]"	"0.005"	"1.857"	"0"	"1"	"1"	"1"	"4882"	"531.8"	"6.07"	"0.00"	"1"	"cell cycle OR cell proliferation;protein metabolism;other metabolic processes;developmental processes;other biological processes"	"other membranes;cytoskeleton;ER/Golgi;nucleus;other cytoplasmic organelle;other cell component"	"enzyme regulator activity;other molecular function"	"Pf00179, Pf00653, Pf12356"	"12211"	"Birc6"	"E9PYU6; mmu:12211; O88738; Q69ZM5; Q8BNX0; Q8BR72; Q8BRV7; Q8C737"	"ENSMUSG00000024073"	""	""	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q8R1G2"	"Carboxymethylenebutenolidase homolog [OS=Mus musculus]"	"0.006"	"1.833"	"3"	"1"	"4"	"1"	"245"	"27.9"	"7.18"	"8.63"	"1"	""	"cytosol"	"other molecular function"	"Pf01738"	"69574"	"Cmbl"	"mmu:69574; Q8C1N1; Q8R1G2"	"ENSMUSG00000022235"	"Phase I - Functionalization of compounds"	""	"1"	"0"	"1.258"	"0.674"	"0.613"	"1.149"	"0.33"	"-0.57"	"-0.71"	"0.20"	"0.221481099491923"	"0.351732607338412"	"0.209428097681226"	"0.281171480751105"	"0.609236514974136"	"0.805981980505585"	"0.606185483452696"	"0.673438463330617"	"26.90"	"45.03"	"21.92"	"51.73"	"21.5071795912304"	"20.4843401261284"	"20.7288367855964"	"17.7737279991785"	"1464454.625"	"1302415.125"	"1824045.875"	"894041.5625"	"1181795"	"1599556.625"	"1776730.25"	""	"151705.671875"	"85840.640625"	""	"83621.6171875"	"91581.1015625"	"148635.921875"	""	"138250.796875"	"1559383.20189149"	"1348455.32601767"	"1824045.875"	"1038461.3931225"	"1423272.66851109"	"1830620.08758554"	"2101263.09183956"	""	"1552637.42916075"	"976704.705237398"	""	"648627.135041325"	"935887.056423067"	"1161419.58297985"	""	"1122143.3101016"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q9D2V7"	"Coronin-7 [OS=Mus musculus]"	"0.006"	"1.831"	"3"	"1"	"2"	"1"	"922"	"100.7"	"5.77"	"0.00"	"1"	"cell organization and biogenesis;transport;other biological processes"	"other membranes;cytosol;ER/Golgi;other cell component"	"cytoskeletal activity"	"Pf00400, Pf08953, Pf16300"	"78885"	"Coro7"	"mmu:78885; Q3UDJ4; Q6P8Y8; Q8C9V7; Q9D2V7"	"ENSMUSG00000039637"	""	""	"0"	"0"	""	"100.000"	""	"0.010"	""	"6.64"	""	"-6.64"	""	"1E-17"	""	"1E-17"	""	"6.59604519774011E-17"	""	"1.64732824427481E-16"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"32678.201171875"	"138195.140625"	"122819.2734375"	""	""	""	""	""	""	""	""	""	""	""	""	""	"371816.340265862"	"1414437.31920144"	"952671.284495692"	""	""	""	""	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"Peak Found"	"High"	"High"	"n/a"	"n/a"	"n/a"	"n/a"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q3TTY5"	"Keratin, type II cytoskeletal 2 epidermal [OS=Mus musculus]"	"0.006"	"1.830"	"1"	"1"	"1"	"1"	"707"	"70.9"	"8.06"	"0.00"	"1"	"cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;other metabolic processes;other biological processes"	"plasma membrane;cytoskeleton;other cell component"	"bone, tooth or skin structural activity;cytoskeletal activity"	"Pf00038, Pf16208"	"16681"	"Krt2"	"mmu:16681; Q0VBW1; Q3TTY5; Q61869"	"ENSMUSG00000064201"	"Formation of the cornified envelope"	""	"2"	"0"	"0.434"	"0.715"	"1.118"	"0.692"	"-1.20"	"-0.48"	"0.16"	"-0.53"	"0.098356270505634"	"0.391154550482047"	"0.701597633205342"	"0.191086914240843"	"0.379587155541558"	"0.848453798988964"	"0.907596659178169"	"0.546903926965172"	"133.00"	"141.44"	"13.14"	"6.88"	"19.848546785952"	"19.4496497085106"	"18.256286607642"	"16.3760471177462"	"297192.1875"	""	""	"1496425"	"285880.15625"	"277200.5"	"255019.078125"	""	"51578.75390625"	"46829.84765625"	""	""	"35904.41015625"	""	"23251.990234375"	"47404.1484375"	"316456.71843256"	""	""	"1738151.39629298"	"344294.410502926"	"317243.413366973"	"301600.187523689"	""	"527884.705130212"	"532835.405448838"	""	""	"366914.921970087"	""	"285798.723036326"	"384766.303287927"	"Peak Found"	"n/a"	"n/a"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"n/a"	"n/a"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"O08966"	"Solute carrier family 22 member 1 [OS=Mus musculus]"	"0.006"	"1.828"	"3"	"1"	"1"	"1"	"556"	"61.5"	"6.67"	"0.00"	"1"	"transport"	"plasma membrane;other membranes;other cell component"	"transporter activity;other molecular function"	"Pf00083"	"20517"	"Slc22a1"	"mmu:20517; O08966; Q9R1Q4"	"ENSMUSG00000023829"	"Norepinephrine Neurotransmitter Release Cycle; Neurotransmitter clearance; Abacavir transmembrane transport; Na+/Cl- dependent neurotransmitter transporters; Organic cation transport; Ciprofloxacin ADME"	""	"6"	"0"	"1.596"	"5.011"	"4.860"	"1.215"	"0.67"	"2.32"	"2.28"	"0.28"	"0.150328766598319"	"0.123604992724849"	"0.114983763368141"	"0.12616164165831"	"0.504363905326243"	"0.448164065236838"	"0.408890034097151"	"0.415025644357673"	"57.26"	"61.95"	"46.75"	"58.93"	"18.8890460226969"	"18.5205525572639"	"18.725229504648"	"18.3053484289941"	"152917.1875"	"408905.6875"	""	"228393.234375"	"215789.890625"	"596352.125"	"257084.640625"	""	"193803.53125"	""	""	"112493.125"	"121347.359375"	"202343.078125"	"167626.375"	"185385.15625"	"162829.554017757"	"423360.449033707"	""	"265286.946711513"	"259882.512167982"	"682497.988653152"	"304043.040199349"	""	"1983489.56109045"	""	""	"872574.53078177"	"1240074.87388297"	"1581079.52943186"	"2060357.1324137"	"1504719.81052064"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"n/a"	"Peak Found"	"n/a"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
