"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Biological Process"	"Cellular Component"	"Molecular Function"	"Pfam IDs"	"Entrez Gene ID"	"Gene Symbol"	"Gene ID"	"Ensembl Gene ID"	"WikiPathways"	"Reactome Pathways"	"Number of Protein Pathway Groups"	"Number of Razor Peptides"	"Abundance Ratio Con_Abeta  Con"	"Abundance Ratio siIft88  Con"	"Abundance Ratio siIft88_Abeta  Con_Abeta"	"Abundance Ratio siIft88_Abeta  siIft88"	"Abundance Ratio log2 Con_Abeta  Con"	"Abundance Ratio log2 siIft88  Con"	"Abundance Ratio log2 siIft88_Abeta  Con_Abeta"	"Abundance Ratio log2 siIft88_Abeta  siIft88"	"Abundance Ratio P-Value Con_Abeta  Con"	"Abundance Ratio P-Value siIft88  Con"	"Abundance Ratio P-Value siIft88_Abeta  Con_Abeta"	"Abundance Ratio P-Value siIft88_Abeta  siIft88"	"Abundance Ratio Adj P-Value Con_Abeta  Con"	"Abundance Ratio Adj P-Value siIft88  Con"	"Abundance Ratio Adj P-Value siIft88_Abeta  Con_Abeta"	"Abundance Ratio Adj P-Value siIft88_Abeta  siIft88"	"Abundance Ratio Variability in Percent Con_Abeta  Con"	"Abundance Ratio Variability in Percent siIft88  Con"	"Abundance Ratio Variability in Percent siIft88_Abeta  Con_Abeta"	"Abundance Ratio Variability in Percent siIft88_Abeta  siIft88"	"Abundance Ratio Weight Con_Abeta  Con"	"Abundance Ratio Weight siIft88  Con"	"Abundance Ratio Weight siIft88_Abeta  Con_Abeta"	"Abundance Ratio Weight siIft88_Abeta  siIft88"	"Abundances Normalized F1 Sample Con"	"Abundances Normalized F2 Sample Con"	"Abundances Normalized F3 Sample Con"	"Abundances Normalized F4 Sample Con"	"Abundances Normalized F5 Sample Con_Abeta"	"Abundances Normalized F6 Sample Con_Abeta"	"Abundances Normalized F7 Sample Con_Abeta"	"Abundances Normalized F8 Sample Con_Abeta"	"Abundances Normalized F9 Sample siIft88"	"Abundances Normalized F10 Sample siIft88"	"Abundances Normalized F11 Sample siIft88"	"Abundances Normalized F12 Sample siIft88"	"Abundances Normalized F13 Sample siIft88_Abeta"	"Abundances Normalized F14 Sample siIft88_Abeta"	"Abundances Normalized F15 Sample siIft88_Abeta"	"Abundances Normalized F16 Sample siIft88_Abeta"	"Found in Sample F1 Sample Con"	"Found in Sample F2 Sample Con"	"Found in Sample F3 Sample Con"	"Found in Sample F4 Sample Con"	"Found in Sample F5 Sample Con_Abeta"	"Found in Sample F6 Sample Con_Abeta"	"Found in Sample F7 Sample Con_Abeta"	"Found in Sample F8 Sample Con_Abeta"	"Found in Sample F9 Sample siIft88"	"Found in Sample F10 Sample siIft88"	"Found in Sample F11 Sample siIft88"	"Found in Sample F12 Sample siIft88"	"Found in Sample F13 Sample siIft88_Abeta"	"Found in Sample F14 Sample siIft88_Abeta"	"Found in Sample F15 Sample siIft88_Abeta"	"Found in Sample F16 Sample siIft88_Abeta"	"Number of Protein Groups"	"Modifications"
"False"	"High"	"IsMasterProtein"	"Q65Z40"	"Wings apart-like protein homolog [OS=Mus musculus]"	"0.000"	"9.007"	"2"	"2"	"7"	"2"	"1200"	"134.0"	"5.41"	"8.84"	"2"	"cell cycle OR cell proliferation;other biological processes"	"cytosol;cytoskeleton;nucleus;other cell component"	""	"Pf07814"	"218914"	"Wapl"	"B9EIG8; mmu:218914; Q65Z40; Q6ZQE9"	"ENSMUSG00000041408"	""	"Separation of Sister Chromatids; Resolution of Sister Chromatid Cohesion; Establishment of Sister Chromatid Cohesion; Cohesin Loading onto Chromatin"	"4"	"0"	"100.000"	"100.000"	"0.940"	"0.698"	"6.64"	"6.64"	"-0.09"	"-0.52"	"1E-17"	"1E-17"	"0.799416313611306"	"0.244173848419005"	"1.11655844155844E-16"	"1.05351681957187E-16"	"0.947716769719353"	"0.658830297806088"	""	""	"14.19"	"2.81"	""	""	"20.8107431722942"	"20.9505721820354"	""	""	""	""	"1064733.16563849"	"316188.6875"	"1134108.87153177"	"1274006.55696025"	""	"1040103.00205148"	"1481202.87695812"	"1509277.73533488"	""	"1033243.88651876"	""	""	"n/a"	"n/a"	"n/a"	"n/a"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"P48025"	"Tyrosine-protein kinase SYK [OS=Mus musculus]"	"0.000"	"9.001"	"3"	"2"	"13"	"2"	"629"	"71.3"	"7.88"	"23.16"	"2"	"cell adhesion;cell-cell signaling;protein metabolism;other metabolic processes;stress response;transport;developmental processes;signal transduction;other biological processes"	"plasma membrane;other membranes;cytosol;nucleus;other cell component"	"signal transduction activity or receptor binding;kinase activity;other molecular function"	"Pf00017, Pf07714"	"20963"	"Syk"	"mmu:20963; P48025"	"ENSMUSG00000021457"	"IL-5 signaling pathway; Microglia pathogen phagocytosis pathway; IL-3 signaling pathway; IL-2 signaling pathway; Fibrin complement receptor 3 signaling pathway"	"Regulation of signaling by CBL; Inactivation of CSF3 (G-CSF) signaling; FCGR activation; Regulation of actin dynamics for phagocytic cup formation; Role of phospholipids in phagocytosis; Role of LAT2/NTAL/LAB on calcium mobilization; FCERI mediated MAPK activation; FCERI mediated Ca+2 mobilization; Antigen activates B Cell Receptor (BCR) leading to generation of second messengers; GPVI-mediated activation cascade; Integrin signaling; DAP12 signaling; Interleukin-2 signaling; FLT3 signaling through SRC family kinases; Dectin-2 family"	"22"	"0"	"3.120"	"1.426"	"0.363"	"0.740"	"1.64"	"0.51"	"-1.46"	"-0.43"	"0.0207339392439032"	"0.682660672569099"	"0.000188044365525109"	"0.431910811601916"	"0.120040432760578"	"0.908368488605851"	"0.00222948490906824"	"0.794618120643797"	"21.82"	"17.42"	"51.19"	"31.08"	"21.4320842381967"	"20.3726446766511"	"21.5762894640013"	"20.6584450279962"	"1644461.5472664"	"867164.543164857"	"783955.609307709"	"785462.669109628"	"860248.266391173"	"2656592"	"2808256.31331612"	"2754717.5523656"	"1266793.10885148"	"1077905.29316953"	"1223169.18355404"	"1250765.2193282"	"744445.148386749"	"1005509.13490985"	"1014089.73411116"	"478313.74237117"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"P28656"	"Nucleosome assembly protein 1-like 1 [OS=Mus musculus]"	"0.000"	"8.992"	"4"	"1"	"12"	"1"	"391"	"45.3"	"4.46"	"38.02"	"1"	"cell organization and biogenesis;developmental processes;other biological processes"	"nucleus;other cell component"	"other molecular function"	"Pf00956"	"53605"	"Nap1l1"	"mmu:53605; P28656; Q3UL14"	"ENSMUSG00000058799"	""	""	"0"	"0"	"2.601"	"2.772"	"0.981"	"0.918"	"1.38"	"1.47"	"-0.03"	"-0.12"	"0.0196609976395441"	"0.00790991747899072"	"0.768554819402266"	"0.602281021411561"	"0.11577768986711"	"0.0573677172949959"	"0.937209152789942"	"0.878846429129512"	"61.64"	"63.17"	"15.21"	"10.60"	"22.2519410251878"	"22.1610951743693"	"22.7986426459468"	"22.7370734144606"	""	"2676118.26433601"	""	"1107953.8894318"	"4905561.91913772"	"4327720"	"4410140.1680115"	"4089419.26523645"	"4466394.99234066"	"4835033.85004437"	"5101534.03261361"	"4997783.84674756"	"4277720.68245919"	"4632885.7577834"	"3522340.61575701"	"4775488.20927055"	"n/a"	"Peak Found"	"n/a"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q8BGB5"	"LIM domain-containing protein 2 [OS=Mus musculus]"	"0.000"	"8.991"	"13"	"1"	"2"	"1"	"128"	"14.2"	"9.04"	"7.56"	"1"	""	"cytosol;nucleus"	"other molecular function"	"Pf00412"	"67803"	"Limd2"	"mmu:67803; Q8BGB5"	"ENSMUSG00000040699"	""	""	"0"	"0"	"100.000"	"100.000"	"0.603"	"0.721"	"6.64"	"6.64"	"-0.73"	"-0.47"	"1E-17"	"1E-17"	"0.272485890012446"	"0.472078567518535"	"1.11655844155844E-16"	"1.05351681957187E-16"	"0.71357500092518"	"0.819175536796989"	""	""	"17.00"	"18.85"	""	""	"20.5088045109796"	"20.2440284457767"	""	""	""	""	"989116.676697377"	"1095369.5"	"1079612.4942673"	"1054699.72187561"	"924385.756925589"	"822038.83583094"	"842191.316439561"	"972439.639301326"	"494525.196161147"	"726336.946878863"	"643004.796796983"	""	"n/a"	"n/a"	"n/a"	"n/a"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"n/a"	"1"	"Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"P10711"	"Transcription elongation factor A protein 1 [OS=Mus musculus]"	"0.000"	"8.983"	"11"	"3"	"8"	"3"	"301"	"33.9"	"8.38"	"3.58"	"3"	"RNA metabolism OR transcription;other metabolic processes;other biological processes"	"nucleus"	"nucleic acid binding activity;other molecular function"	"Pf01096, Pf07500, Pf08711"	"21399"	"Tcea1"	"mmu:21399; P10711; P10712; P23713"	"ENSMUSG00000033813"	""	"Formation of TC-NER Pre-Incision Complex; Dual incision in TC-NER; Gap-filling DNA repair synthesis and ligation in TC-NER; Formation of RNA Pol II elongation complex ; RNA Polymerase II Pre-transcription Events; TP53 Regulates Transcription of DNA Repair Genes"	"7"	"0"	"1.618"	"1.181"	"0.573"	"0.531"	"0.69"	"0.24"	"-0.80"	"-0.91"	"0.679283803321328"	"0.994041140062331"	"0.264798137875065"	"0.111370714447307"	"0.919187956138148"	"0.999404885852356"	"0.706264370819319"	"0.4809774993332"	"75.76"	"71.78"	"72.74"	"74.65"	"20.127901792251"	"19.8690993576883"	"20.303752705901"	"20.0771182752836"	"1381033.14979104"	"665397.375517917"	"225229.609974492"	"186314.177741387"	"1063913.41209398"	"1098081.75"	"1240220.39777565"	"942564.365633608"	"663784.877684523"	"1043369.62485622"	"1046708.19045546"	"1265396.78186827"	"281027.761764267"	"999166.480401513"	"614377.2983354"	"237441.196204573"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q91WG4"	"Elongator complex protein 2 [OS=Mus musculus]"	"0.000"	"8.976"	"2"	"1"	"7"	"1"	"831"	"93.0"	"5.82"	"17.99"	"1"	"cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes;other biological processes"	"cytosol;nucleus;other cell component"	"enzyme regulator activity;other molecular function"	"Pf00400"	"58523"	"Elp2"	"mmu:58523; Q3TIH5; Q3TIT0; Q8CBW6; Q91WG4; Q9ESY7"	"ENSMUSG00000024271"	""	""	"0"	"0"	"1.067"	"2.057"	"1.847"	"0.955"	"0.09"	"1.04"	"0.89"	"-0.07"	"0.861113979717388"	"0.392148907007224"	"0.0350271558256499"	"0.92106834062219"	"0.958372484222685"	"0.753820195516019"	"0.204492434179426"	"0.982327879920393"	"44.56"	"51.25"	"38.03"	"38.02"	"19.2233223095058"	"19.7670771704856"	"20.1923583020642"	"20.4955209982507"	"531126.97150188"	"317636.887115783"	"259124.353171323"	"589998.069364247"	"678963.47201094"	"256290.21875"	"417131.367227037"	"494206.049410221"	"956420.28339636"	"752516.701942576"	"553890.353682713"	"1168133.55599595"	"562700.529421897"	"878194.810904785"	"949055.920716678"	""	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"High"	"n/a"	"1"	""
"False"	"High"	"IsMasterProtein"	"P53808"	"Phosphatidylcholine transfer protein [OS=Mus musculus]"	"0.000"	"8.961"	"7"	"1"	"10"	"1"	"214"	"24.8"	"7.03"	"29.46"	"1"	"other metabolic processes;transport;other biological processes"	"other cell component"	"transporter activity;other molecular function"	"Pf01852"	""	"Pctp"	"P53808; Q9QZX0; Q9R058"	""	""	"Synthesis of PC; Mitochondrial Fatty Acid Beta-Oxidation"	"2"	"0"	"1.897"	"2.136"	"0.897"	"0.777"	"0.92"	"1.09"	"-0.16"	"-0.36"	"0.501889079999389"	"0.372078517119621"	"0.864555108609292"	"0.704141404589031"	"0.829973714583878"	"0.741181796185743"	"0.963711539576998"	"0.92273669402555"	"18.84"	"16.52"	"29.99"	"29.68"	"19.2907622102463"	"19.2508593988484"	"19.7483817481863"	"19.7194347299518"	"352651.261985539"	"282089.446541381"	"233698.442065002"	"288276.758791775"	"531212.093694927"	"590461.5"	"461789.590267234"	"550695.724208234"	"628978.133944667"	"542062.841719776"	"589822.293288917"	"670876.389767612"	"420803.787666964"	"616780.608110621"	"521398.964215868"	"241454.400484594"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"1"	"Met-loss+Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"P62077"	"Mitochondrial import inner membrane translocase subunit Tim8 B [OS=Mus musculus]"	"0.000"	"8.949"	"17"	"1"	"11"	"1"	"83"	"9.3"	"5.12"	"29.91"	"1"	"transport"	"other membranes;mitochondrion"	"other molecular function"	"Pf02953"	"30057"	"Timm8b"	"mmu:30057; P62077; Q3TF77; Q9QUT4"	"ENSMUSG00000039016"	""	""	"0"	"0"	"1.128"	"0.794"	"0.954"	"1.345"	"0.17"	"-0.33"	"-0.07"	"0.43"	"0.917982363091866"	"0.586939540372295"	"0.761460317633245"	"0.263237517169705"	"0.977381221880163"	"0.85449898034896"	"0.935166080903987"	"0.671692461452736"	"17.72"	"17.52"	"30.08"	"33.91"	"19.5009858709395"	"19.0629236368717"	"19.831783668255"	"19.4949631145503"	"595072.587127585"	"522743.247491245"	"473766.104842763"	"410854.490434111"	"517558.479349537"	"523068.03125"	"605839.231254655"	"602164.895854704"	"415088.451992865"	"375736.755421647"	"440569.589829946"	"357754.023355957"	"458507.288328523"	"622306.660927954"	"623070.716826413"	"194032.022749597"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"1"	"Met-loss+Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"P62874"	"Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 [OS=Mus musculus]"	"0.000"	"8.948"	"7"	"3"	"24"	"1"	"340"	"37.4"	"6.00"	"33.61"	"3"	"cell cycle OR cell proliferation;stress response;developmental processes;signal transduction;other biological processes"	"plasma membrane;other membranes;other cell component"	"cytoskeletal activity;other molecular function"	"Pf00400"	"14688"	"Gnb1"	"mmu:14688; P04697; P04901; P62874"	"ENSMUSG00000029064"	"Estrogen signaling; Chemokine signaling pathway; G protein signaling pathways; Focal adhesion: PI3K-Akt-mTOR signaling pathway; Myometrial relaxation and contraction pathways; Calcium regulation in cardiac cells"	"Olfactory Signaling Pathway; G alpha (q) signalling events; G alpha (12/13) signalling events; Ca2+ pathway; G beta:gamma signalling through PLC beta; Presynaptic function of Kainate receptors; G alpha (i) signalling events; ADP signalling through P2Y purinoceptor 12; Adrenaline,noradrenaline inhibits insulin secretion; Extra-nuclear estrogen signaling; Activation of the phototransduction cascade; Glucagon-like Peptide-1 (GLP1) regulates insulin secretion; Vasopressin regulates renal water homeostasis via Aquaporins; Thromboxane signalling through TP receptor; Thrombin signalling through proteinase activated receptors (PARs); G-protein activation; Glucagon-type ligand receptors; Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding; G alpha (z) signalling events; G beta:gamma signalling through CDC42; Activation of G protein gated Potassium channels; Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits; GPER1 signaling; ADP signalling through P2Y purinoceptor 1; Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1); G beta:gamma signalling through PI3Kgamma; Prostacyclin signalling through prostacyclin receptor; G beta:gamma signalling through BTK; Sensory perception of sweet, bitter, and umami (glutamate) taste"	"36"	"0"	"3.171"	"2.306"	"0.419"	"0.613"	"1.66"	"1.21"	"-1.26"	"-0.71"	"0.0114757158863035"	"0.151380757303596"	"0.00055533599996016"	"0.0924567335858613"	"0.0746029998733415"	"0.505189957886347"	"0.00608409250589264"	"0.432928981571011"	"23.58"	"15.90"	"19.05"	"20.21"	"21.7222190019774"	"21.015069929087"	"21.923769983644"	"21.3309588184286"	"2137276.85179162"	"893011.345519015"	"955471.316436463"	"930805.662792019"	"2860781.23187445"	"3350210.75"	"3884842.83972812"	"2921670.33652458"	"3100077.2128723"	"2288711.46654546"	"2174429.9466851"	"1976147.55820371"	"1099568.89930805"	"1482087.95834784"	"1369550.29368213"	"1437504.56187441"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"1"	"Met-loss+Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"Q9CQI3"	"Glia maturation factor beta [OS=Mus musculus]"	"0.000"	"8.947"	"12"	"1"	"11"	"1"	"142"	"16.7"	"5.16"	"31.74"	"1"	"signal transduction;other biological processes"	""	"signal transduction activity or receptor binding;cytoskeletal activity;other molecular function"	"Pf00241"	"63985"	"Gmfb"	"mmu:63985; Q3UQX5; Q9CQI3; Q9ERL8"	"ENSMUSG00000062014"	""	""	"0"	"0"	"0.663"	"0.800"	"1.183"	"0.940"	"-0.59"	"-0.32"	"0.24"	"-0.09"	"0.25653442881285"	"0.563796452076532"	"0.337190274767978"	"0.961726246038249"	"0.659717719290584"	"0.838997312053414"	"0.780837947322235"	"0.991609583232147"	"59.39"	"44.66"	"38.76"	"29.11"	"20.3849379202797"	"20.4862736790996"	"20.4822620160522"	"20.577199814728"	"1186031.85588604"	"1457158.08610407"	"1704515.36959218"	"687982.177657381"	"1501996.61326532"	"506027.90625"	"808972.964882009"	"765121.645204867"	"840485.840514539"	"1166155.91148622"	"1362167.18595487"	"784684.531104107"	"964425.129828116"	"897652.717149963"	"928192.186268637"	"912982.61762909"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"1"	"Met-loss+Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"Q91WG2"	"Rab GTPase-binding effector protein 2 [OS=Mus musculus]"	"0.000"	"8.927"	"3"	"1"	"4"	"1"	"554"	"62.1"	"4.89"	"12.27"	"1"	"cell organization and biogenesis;transport;signal transduction;other biological processes"	"cytosol;cytoskeleton;other cytoplasmic organelle;other cell component"	"signal transduction activity or receptor binding;enzyme regulator activity"	"Pf03528, Pf09311"	"70314"	"Rabep2"	"mmu:70314; Q3UMK8; Q91WG2; Q99KN3"	"ENSMUSG00000030727"	""	""	"0"	"0"	"2.132"	"1.431"	"0.461"	"0.669"	"1.09"	"0.52"	"-1.12"	"-0.58"	"0.430143520913894"	"0.760835583893289"	"0.151597904381354"	"0.540480993527797"	"0.790798335271188"	"0.935385669525212"	"0.544996827589043"	"0.857775701398498"	"16.42"	"24.73"	"31.07"	"36.54"	"19.6625554961512"	"19.1071505377071"	"19.8351686354443"	"19.3542042969912"	"709580.536333697"	"370924.337067795"	"307253.806648808"	"327065.73996023"	"707773.997881136"	"697261.8125"	"790551.384238656"	"698402.086179532"	"430050.275980353"	"546070.296789209"	"546498.129144738"	"478818.511063868"	"364052.418928459"	"509785.040715407"	"321301.72343704"	"120095.813521506"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"1"	"Met-loss+Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"Q8R307"	"Vacuolar protein sorting-associated protein 18 homolog [OS=Mus musculus]"	"0.000"	"8.898"	"2"	"2"	"6"	"2"	"973"	"110.1"	"6.09"	"5.78"	"2"	"cell organization and biogenesis;protein metabolism;other metabolic processes;transport;other biological processes"	"other membranes;cytoskeleton;other cytoplasmic organelle;other cell component"	"cytoskeletal activity;other molecular function"	"Pf00637, Pf05131"	"228545"	"Vps18"	"mmu:228545; Q8BGV6; Q8BZX6; Q8C126; Q8R307"	"ENSMUSG00000034216"	""	""	"0"	"0"	"0.691"	"0.516"	"0.436"	"0.607"	"-0.53"	"-0.95"	"-1.20"	"-0.72"	"0.209918640671711"	"0.136307951040382"	"0.0207347319028077"	"0.181516429236946"	"0.606137871763235"	"0.476731869374738"	"0.138578459165097"	"0.594218232475245"	"62.09"	"34.04"	"41.20"	"84.22"	"21.3248172915498"	"21.0902237625277"	"20.8777998024876"	"20.5475778569611"	"1413942.28029057"	"2787796.94673901"	"2660597.81633467"	"2189058.42492976"	"1505645.18921366"	"1513408.5"	"1926749.45353545"	"1307347.9785671"	"687441.148310126"	"1393811.99208626"	"1353177.89238957"	"1342715.50584741"	"453772.851557079"	"926624.674080815"	"911908.547588229"	"332164.266808372"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q99LX5"	"Multiple myeloma tumor-associated protein 2 homolog [OS=Mus musculus]"	"0.000"	"8.894"	"5"	"1"	"4"	"1"	"260"	"29.3"	"9.86"	"7.21"	"1"	""	""	""	"Pf10159"	"67862"	"Mmtag2"	"mmu:67862; Q99LX5; Q9CSK6"	"ENSMUSG00000020441"	""	"Neutrophil degranulation"	"1"	"0"	"4.232"	"2.809"	"0.279"	"0.578"	"2.08"	"1.49"	"-1.84"	"-0.79"	"0.0247494825283492"	"0.177913849314739"	"0.000188758819808843"	"0.170525924812605"	"0.137724062160183"	"0.534828281753295"	"0.00223031752279254"	"0.576711107397145"	"98.53"	"59.88"	"104.15"	"81.55"	"20.5134719646397"	"19.7956661176334"	"20.7604721248807"	"20.1820602130904"	"388094.652894513"	"357517.237652186"	"254077.292071809"	""	"421632.787040553"	"773267.65625"	"4192202.14976067"	"2283326.03732406"	"1155160.72425587"	"576833.342769549"	"1604019.17809023"	"673500.404925568"	"715399.568039198"	"402228.507658216"	"897349.11287591"	"105096.270952234"	"Peak Found"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q62511"	"E3 ubiquitin-protein ligase ZFP91 [OS=Mus musculus]"	"0.000"	"8.867"	"2"	"1"	"5"	"1"	"572"	"63.4"	"7.49"	"17.95"	"1"	"protein metabolism;other metabolic processes;signal transduction;other biological processes"	"nucleus"	"other molecular function"	"Pf00096"	"109910"	"Zfp91"	"mmu:109910; Q3TEQ3; Q3UH61; Q62509; Q62511; Q6P219; Q6PG06; Q8BPY3; Q8C2B4; Q8CDZ3"	"ENSMUSG00000024695"	""	""	"0"	"0"	"1.813"	"1.873"	"1.239"	"1.215"	"0.86"	"0.91"	"0.31"	"0.28"	"0.460798442321722"	"0.362260304108734"	"0.174689474030982"	"0.381795489890739"	"0.805382356045776"	"0.736275367347839"	"0.574510299562896"	"0.759409934070859"	"38.70"	"37.61"	"12.17"	"17.17"	"20.6707404680143"	"20.5884925774489"	"21.3168812665427"	"21.2648695360865"	"596891.11997696"	""	""	"1008326.18874049"	"1313112.60940751"	"1507208.75"	"1384936.14307276"	"1405604.30337502"	"1385174.28737099"	"1676849.2047257"	"1259533.08607591"	"1390393.10620714"	"1728857.6411901"	"1495084.24869722"	"1886282.51871489"	""	"Peak Found"	"n/a"	"n/a"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"n/a"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q6ZPR5"	"Sphingomyelin phosphodiesterase 4 [OS=Mus musculus]"	"0.000"	"8.842"	"3"	"2"	"4"	"2"	"823"	"93.2"	"8.13"	"4.54"	"2"	"cell organization and biogenesis;other metabolic processes;developmental processes;other biological processes"	"plasma membrane;other membranes;ER/Golgi;nucleus"	"other molecular function"	"Pf14724"	"77626"	"Smpd4"	"mmu:77626; Q3TPE0; Q3TPP1; Q6ZPR5; Q8CBJ5; Q8CD12; Q8CD83; Q8R0J3; Q9CX74"	"ENSMUSG00000005899"	""	"Glycosphingolipid metabolism"	"1"	"0"	"100.000"	"100.000"	"1.293"	"1.128"	"6.64"	"6.64"	"0.37"	"0.17"	"1E-17"	"1E-17"	"0.304307105882228"	"0.454485848897909"	"1.11655844155844E-16"	"1.05351681957187E-16"	"0.749859428814323"	"0.799597035161145"	""	""	"40.11"	"76.46"	""	""	"18.7302986209466"	"18.6374463542618"	""	""	""	""	""	""	""	"212473.524007192"	"135261.56509226"	"251112.518040303"	""	"287636.104220911"	"255609.745026389"	"146536.633632226"	"295143.029973674"	"765950.011714072"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"High"	"Peak Found"	"High"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q9JHS4"	"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial [OS=Mus musculus]"	"0.000"	"8.841"	"5"	"3"	"21"	"3"	"634"	"69.2"	"7.71"	"29.69"	"3"	"protein metabolism;other metabolic processes;other biological processes"	"cytosol;mitochondrion;nucleus;other cell component"	"enzyme regulator activity;other molecular function"	"Pf07724, Pf10431"	"270166"	"Clpx"	"E9QLZ8; mmu:270166; Q9JHS4; Q9WVD1"	"ENSMUSG00000015357"	""	""	"0"	"0"	"1.618"	"1.372"	"0.761"	"0.985"	"0.69"	"0.46"	"-0.39"	"-0.02"	"0.326141721920482"	"0.47324186694439"	"0.273020716666925"	"0.901576206275275"	"0.734513020094655"	"0.79509095716254"	"0.713777912950183"	"0.979332542604965"	"42.81"	"57.69"	"47.86"	"39.18"	"22.3307131046386"	"22.1585891747137"	"22.6807994631825"	"22.5475367273439"	"4456568.41759276"	"2999136.88901261"	"1684382.06106106"	"2579466.80705272"	"3985672.82759902"	"4303429.5"	"4800706.79261773"	"4043011.92162601"	"3667975.11659633"	"5068994.52668122"	"4607975.4057797"	"3504093.04286654"	"3112914.97130258"	"4147634.67676854"	"3884991.77112012"	"3874868.48175048"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"1"	""
