"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Biological Process"	"Cellular Component"	"Molecular Function"	"Pfam IDs"	"Entrez Gene ID"	"Gene Symbol"	"Gene ID"	"Ensembl Gene ID"	"WikiPathways"	"Reactome Pathways"	"Number of Protein Pathway Groups"	"Number of Razor Peptides"	"Abundance Ratio Con_Abeta  Con"	"Abundance Ratio siIft88  Con"	"Abundance Ratio siIft88_Abeta  Con_Abeta"	"Abundance Ratio siIft88_Abeta  siIft88"	"Abundance Ratio log2 Con_Abeta  Con"	"Abundance Ratio log2 siIft88  Con"	"Abundance Ratio log2 siIft88_Abeta  Con_Abeta"	"Abundance Ratio log2 siIft88_Abeta  siIft88"	"Abundance Ratio P-Value Con_Abeta  Con"	"Abundance Ratio P-Value siIft88  Con"	"Abundance Ratio P-Value siIft88_Abeta  Con_Abeta"	"Abundance Ratio P-Value siIft88_Abeta  siIft88"	"Abundance Ratio Adj P-Value Con_Abeta  Con"	"Abundance Ratio Adj P-Value siIft88  Con"	"Abundance Ratio Adj P-Value siIft88_Abeta  Con_Abeta"	"Abundance Ratio Adj P-Value siIft88_Abeta  siIft88"	"Abundance F1 Sample Con"	"Abundance F2 Sample Con"	"Abundance F3 Sample Con"	"Abundance F4 Sample Con"	"Abundance F5 Sample Con_Abeta"	"Abundance F6 Sample Con_Abeta"	"Abundance F7 Sample Con_Abeta"	"Abundance F8 Sample Con_Abeta"	"Abundance F9 Sample siIft88"	"Abundance F10 Sample siIft88"	"Abundance F11 Sample siIft88"	"Abundance F12 Sample siIft88"	"Abundance F13 Sample siIft88_Abeta"	"Abundance F14 Sample siIft88_Abeta"	"Abundance F15 Sample siIft88_Abeta"	"Abundance F16 Sample siIft88_Abeta"	"Abundances Normalized F1 Sample Con"	"Abundances Normalized F2 Sample Con"	"Abundances Normalized F3 Sample Con"	"Abundances Normalized F4 Sample Con"	"Abundances Normalized F5 Sample Con_Abeta"	"Abundances Normalized F6 Sample Con_Abeta"	"Abundances Normalized F7 Sample Con_Abeta"	"Abundances Normalized F8 Sample Con_Abeta"	"Abundances Normalized F9 Sample siIft88"	"Abundances Normalized F10 Sample siIft88"	"Abundances Normalized F11 Sample siIft88"	"Abundances Normalized F12 Sample siIft88"	"Abundances Normalized F13 Sample siIft88_Abeta"	"Abundances Normalized F14 Sample siIft88_Abeta"	"Abundances Normalized F15 Sample siIft88_Abeta"	"Abundances Normalized F16 Sample siIft88_Abeta"	"Found in Sample F1 Sample Con"	"Found in Sample F2 Sample Con"	"Found in Sample F3 Sample Con"	"Found in Sample F4 Sample Con"	"Found in Sample F5 Sample Con_Abeta"	"Found in Sample F6 Sample Con_Abeta"	"Found in Sample F7 Sample Con_Abeta"	"Found in Sample F8 Sample Con_Abeta"	"Found in Sample F9 Sample siIft88"	"Found in Sample F10 Sample siIft88"	"Found in Sample F11 Sample siIft88"	"Found in Sample F12 Sample siIft88"	"Found in Sample F13 Sample siIft88_Abeta"	"Found in Sample F14 Sample siIft88_Abeta"	"Found in Sample F15 Sample siIft88_Abeta"	"Found in Sample F16 Sample siIft88_Abeta"	"Number of Protein Groups"	"Modifications"
"False"	"High"	"IsMasterProtein"	"P04104"	"Keratin, type II cytoskeletal 1 [OS=Mus musculus]"	"0.000"	"9.425"	"5"	"3"	"35"	"1"	"637"	"65.6"	"8.15"	"91.55"	"3"	"cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;other biological processes"	"plasma membrane;other membranes;cytoskeleton;other cell component"	"bone, tooth or skin structural activity;other molecular function"	"Pf00038, Pf16208, Pf16210"	"16678"	"Krt1"	"mmu:16678; P04104; Q149E0; Q9D2K8"	"ENSMUSG00000046834"	""	"Neutrophil degranulation; Formation of the cornified envelope"	"3"	"0"	"0.515"	"0.486"	"1.745"	"1.848"	"-0.96"	"-1.04"	"0.80"	"0.89"	"0.000298610760579243"	"0.000121468389972179"	"0.00278415898146311"	"0.0010726869651595"	"0.00389388431795333"	"0.000475870280714537"	"0.0098758846889635"	"0.0436979193387691"	"10939460"	"9180550"	"8911947"	"8273025.5"	"5259041.5"	"6485020"	"6244750.5"	"4100794"	"5240934.5"	"4877229.46875"	"3634940.75"	"4533968.203125"	"7916926.53125"	"8113424"	"6451163.46875"	""	"13987195.2882307"	"11680884.9870512"	"11743767.6815752"	"11763031.2558694"	"5259041.5"	"6965489.61946463"	"7659426.71623714"	"4271561.69743706"	"5966838.33423495"	"5796345.73458096"	"4488846.35300486"	"5639014.69285198"	"10562530.4467224"	"9994529.96655316"	"11738175.6559155"	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q8BTM8"	"Filamin-A [OS=Mus musculus]"	"0.000"	"9.325"	"1"	"4"	"21"	"4"	"2647"	"281.0"	"6.04"	"42.90"	"4"	"cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;RNA metabolism OR transcription;other metabolic processes;stress response;transport;developmental processes;signal transduction;other biological processes"	"plasma membrane;other membranes;cytosol;cytoskeleton;ER/Golgi;nucleus;other cell component"	"signal transduction activity or receptor binding;cytoskeletal activity;other molecular function"	"Pf00307, Pf00630"	"192176"	"Flna"	"B7FAV0; O54934; Q7TQI1; Q8BLK1; Q8BTM8; Q8BTN7; Q8VHX5; Q8VHX8; Q99KQ2"	"ENSMUSG00000031328"	"Mapk signaling pathway; Focal adhesion"	"Platelet degranulation ; GP1b-IX-V activation signalling; Cell-extracellular matrix interactions; RHO GTPases activate PAKs"	"6"	"0"	"1.764"	"2.859"	"1.383"	"0.854"	"0.82"	"1.52"	"0.47"	"-0.23"	"0.315626788346194"	"0.0252296133983267"	"0.992916899310311"	"0.58934486619821"	"0.769442408408144"	"0.0393415153295759"	"0.999999277232567"	"0.99999998630615"	"1472231.90625"	"1126774.5625"	"412804.359375"	"622398.65625"	"1977141.5234375"	"2658478.1875"	"1628821.921875"	"1303861.0625"	"2796057.48828125"	"2632807.09375"	"2637193.3359375"	"3149894.65625"	"2022241.53125"	"3159688.84375"	"1539000.75"	"138260.1484375"	"1882395.94845476"	"1433653.11129479"	"543975.238457039"	"884959.782497932"	"1977141.5234375"	"2855442.57667739"	"1997812.74598595"	"1358157.21866414"	"3183329.80612546"	"3128960.87125126"	"3256712.14536076"	"3917606.26712979"	"2698015.15274161"	"3892266.05608718"	"2800279.55043993"	"750529.089261434"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"P62196"	"26S proteasome regulatory subunit 8 [OS=Mus musculus]"	"0.000"	"9.281"	"7"	"2"	"4"	"2"	"406"	"45.6"	"7.55"	"9.73"	"2"	"protein metabolism;other metabolic processes;other biological processes"	"cytosol;nucleus;other cell component"	"signal transduction activity or receptor binding;other molecular function"	"Pf00004, Pf16450, Pf17862"	"19184"	"Psmc5"	"mmu:19184; O35051; P47210; P52915; P52916; P62196; Q3UL51; Q9CWN5"	"ENSMUSG00000020708"	"Proteasome degradation"	"AUF1 (hnRNP D0) binds and destabilizes mRNA; Downstream TCR signaling; FCERI mediated NF-kB activation; Neddylation; Asymmetric localization of PCP proteins; Degradation of AXIN; Hedgehog 'on' state; Ub-specific processing proteases; Regulation of RUNX3 expression and activity; Antigen processing: Ubiquitination & Proteasome degradation; Autodegradation of Cdh1 by Cdh1:APC/C; APC/C:Cdc20 mediated degradation of Securin; APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1; Cdc20:Phospho-APC/C mediated degradation of Cyclin A; Separation of Sister Chromatids; Assembly of the pre-replicative complex; CDK-mediated phosphorylation and removal of Cdc6; The role of GTSE1 in G2/M progression after G2 checkpoint; MAPK6/MAPK4 signaling; UCH proteinases; Regulation of PTEN stability and activity; ABC-family proteins mediated transport; Regulation of RAS by GAPs; FBXL7 down-regulates AURKA during mitotic entry and in early mitosis; Regulation of ornithine decarboxylase (ODC); Activation of NF-kappaB in B cells; Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha; Cross-presentation of soluble exogenous antigens (endosomes); SCF(Skp2)-mediated degradation of p27/p21; Degradation of beta-catenin by the destruction complex; Autodegradation of the E3 ubiquitin ligase COP1; Degradation of DVL; Hedgehog ligand biogenesis; Dectin-1 mediated noncanonical NF-kB signaling; Degradation of GLI1 by the proteasome; GLI3 is processed to GLI3R by the proteasome; NIK-->noncanonical NF-kB signaling; Orc1 removal from chromatin; G2/M Checkpoints; Ubiquitin Mediated Degradation of Phosphorylated Cdc25A; Ubiquitin-dependent degradation of Cyclin D; RUNX1 regulates transcription of genes involved in differentiation of HSCs; Regulation of RUNX2 expression and activity; Interleukin-1 signaling; KEAP1-NFE2L2 pathway; GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2"	"49"	"0"	"100.000"	"100.000"	"1.874"	"0.367"	"6.64"	"6.64"	"0.91"	"-1.45"	""	""	"0.106000402158074"	"0.271806999985374"	""	""	"0.186243697249701"	"0.99999998630615"	""	""	""	""	""	"140228.828125"	"190082.4375"	"256145.796875"	"704839.84375"	"1046753.25"	"1071751.8125"	"915852.40625"	"213644.140625"	"1220442.34375"	"240170.8125"	""	""	""	""	""	""	"150618.262804799"	"233143.421834864"	"266812.372162743"	"802464.789282078"	"1244014.40913775"	"1323523.42053085"	"1139069.5620159"	"285037.726598569"	"1503403.19661092"	"437001.356143778"	""	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"n/a"	"1"	"Met-loss+Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"O88783"	"Coagulation factor V [OS=Mus musculus]"	"0.000"	"9.227"	"1"	"2"	"12"	"2"	"2183"	"247.1"	"6.05"	"33.37"	"2"	"protein metabolism;other metabolic processes;stress response;other biological processes"	"non-structural extracellular;ER/Golgi;other cell component"	"other molecular function"	"Pf00754, Pf07732"	"14067"	"F5"	"mmu:14067; O88783; Q3UTQ2; Q3UV80"	"ENSMUSG00000026579"	"Blood clotting cascade"	"Platelet degranulation ; Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Post-translational protein phosphorylation; Common Pathway of Fibrin Clot Formation; COPII-mediated vesicle transport; Cargo concentration in the ER"	"7"	"0"	"0.605"	"3.777"	"2.267"	"0.363"	"-0.72"	"1.92"	"1.18"	"-1.46"	""	""	"0.281752407239206"	"0.0552520271148166"	""	""	"0.43064595578025"	"0.426146615097662"	""	"225808.421875"	""	""	"145712.4375"	"401577.875"	""	"166972.0703125"	"821921.703125"	"653819.78515625"	"1239575.3125"	"1011680.765625"	"295469.421875"	"275580.59375"	"295380.0625"	""	""	"287307.645514637"	""	""	"145712.4375"	"431330.438413323"	""	"173925.220356995"	"935763.254806167"	"777032.44170842"	"1530771.3394752"	"1258253.79584777"	"394206.609384486"	"339474.246931368"	"537457.014641752"	""	"n/a"	"Peak Found"	"n/a"	"n/a"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"n/a"	"1"	""
"False"	"High"	"IsMasterProtein"	"O55029"	"Coatomer subunit beta' [OS=Mus musculus]"	"0.000"	"9.151"	"5"	"2"	"3"	"2"	"905"	"102.4"	"5.30"	"5.15"	"2"	"transport"	"other membranes;cytosol;ER/Golgi"	"other molecular function"	"Pf00400, Pf04053"	"50797"	"Copb2"	"mmu:50797; O55029; Q3U5Z9"	"ENSMUSG00000032458"	""	"COPI-dependent Golgi-to-ER retrograde traffic; COPI-mediated anterograde transport"	"2"	"0"	"1.309"	"2.829"	"1.162"	"0.538"	"0.39"	"1.50"	"0.22"	"-0.90"	"0.845879758492125"	"0.0342457195439491"	"0.56622355495508"	"0.529573597016708"	"0.999998382916006"	"0.0527954842969215"	"0.724149852595612"	"0.99999998630615"	"131123.140625"	""	"85723.765625"	""	"139717.90625"	"216210.65625"	""	""	"309891.625"	"251049"	"398407.953125"	"345397"	"156842.046875"	"370673.328125"	"113581.875"	""	"167654.068366082"	""	"112962.968506187"	""	"139717.90625"	"232229.519990225"	""	""	"352813.649456669"	"298359.306168501"	"492000.340691464"	"429579.271536259"	"209254.04434464"	"456614.332709261"	"206667.216934835"	""	"Peak Found"	"n/a"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"n/a"	"n/a"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"n/a"	"1"	""
"False"	"High"	"IsMasterProtein"	"P61205"	"ADP-ribosylation factor 3 [OS=Mus musculus]"	"0.000"	"9.134"	"24"	"4"	"13"	"4"	"181"	"20.6"	"7.43"	"24.66"	"4"	"transport"	"plasma membrane;other membranes;ER/Golgi;other cell component"	"other molecular function"	"Pf00025"	"11842"	"Arf3"	"mmu:11842; P16587; P61205"	"ENSMUSG00000051853"	""	"COPI-dependent Golgi-to-ER retrograde traffic; COPI-mediated anterograde transport; Synthesis of PIPs at the Golgi membrane"	"3"	"0"	"100.000"	"100.000"	"19.507"	"1.094"	"6.64"	"6.64"	"4.29"	"0.13"	""	""	"5.37982839821094E-06"	"0.924958554411657"	""	""	"0.000106463972511964"	"0.99999998630615"	""	""	""	""	"290730.71875"	"593740.0625"	""	"259090.90625"	"4921874.7421875"	"4454579.3671875"	"4016451.2734375"	"4084081"	"5980228.25"	"4627392.25"	"3100981.875"	"736398.331054688"	""	""	""	""	"290730.71875"	"637729.759045312"	""	"269880.123530164"	"5603586.70538377"	"5294047.01578808"	"4959979.7880589"	"5079478.22614289"	"7978644.58128309"	"5700258.05499883"	"5642372.90387764"	"3997452.44733305"	"n/a"	"n/a"	"n/a"	"n/a"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q91VC3"	"Eukaryotic initiation factor 4A-III [OS=Mus musculus]"	"0.000"	"8.976"	"9"	"2"	"8"	"2"	"411"	"46.8"	"6.73"	"17.69"	"2"	"RNA metabolism OR transcription;other metabolic processes;transport;developmental processes;other biological processes"	"cytosol;nucleus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf00270, Pf00271"	"192170"	"Eif4a3"	"B2RY38; mmu:192170; Q3TEZ8; Q3UD29; Q8BVY3; Q91VC3"	"ENSMUSG00000025580"	"mRNA processing"	"mRNA 3'-end processing; RNA Polymerase II Transcription Termination; mRNA Splicing - Major Pathway; Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); Transport of Mature mRNA derived from an Intron-Containing Transcript; Deadenylation of mRNA; ISG15 antiviral mechanism"	"8"	"0"	"0.074"	"1.242"	"8.091"	"0.480"	"-3.76"	"0.31"	"3.02"	"-1.06"	""	""	"0.0686813257785477"	"0.901350196004569"	""	""	"0.138839669315774"	"0.99999998630615"	"557347.3125"	""	""	""	""	"126907.6640625"	"16487.548828125"	""	"234950.5"	"581167.59375"	"1015973.15625"	"911959.1875"	"501473.25"	"320544.208984375"	"233464.703125"	""	"712624.362016778"	""	""	""	""	"136310.145020038"	"20222.6128937265"	""	"267492.686666408"	"690688.909491244"	"1254641.46759026"	"1134227.46415588"	"669050.855838307"	"394862.724085345"	"424799.295198827"	""	"Peak Found"	"n/a"	"n/a"	"n/a"	"n/a"	"Peak Found"	"Peak Found"	"n/a"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"n/a"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q9D8E6"	"60S ribosomal protein L4 [OS=Mus musculus]"	"0.000"	"8.931"	"6"	"2"	"17"	"2"	"419"	"47.1"	"11.00"	"51.04"	"2"	"cell organization and biogenesis;protein metabolism;other metabolic processes;other biological processes"	"cytosol;cytoskeleton;ER/Golgi;translational apparatus;nucleus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf00573, Pf14374"	"67891"	"Rpl4"	"mmu:67891; Q9CY08; Q9D8E6"	"ENSMUSG00000032399"	"Cytoplasmic ribosomal proteins"	"L13a-mediated translational silencing of Ceruloplasmin expression; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"	"8"	"0"	"1.397"	"2.835"	"2.752"	"1.356"	"0.48"	"1.50"	"1.46"	"0.44"	"0.804135869403034"	"0.00436039365772223"	"0.00302434652728178"	"0.686231185787539"	"0.999998382916006"	"0.00876463420957144"	"0.0103084293774522"	"0.99999998630615"	"1802297.0625"	"1078758.875"	"1482749.75"	"1424776.5"	"2398667.25"	"867855.75"	"3575948.1875"	"3090246.25"	"4867852.0625"	"4804116.25"	"4513558"	"5046188.9375"	"6135761"	"5216460.5"	"5091367.125"	"1316031.375"	"2304417.30950084"	"1372560.28752479"	"1953901.72247588"	"2025823.62427484"	"2398667.25"	"932154.444830963"	"4386038.01436379"	"3218932.11830404"	"5542081.52990839"	"5709454.29419285"	"5573864.81949559"	"6276077.00068494"	"8186151.80025915"	"6425902.40403939"	"9263966.40412269"	"7143922.81854607"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"E9Q414"	"Apolipoprotein B-100 [OS=Mus musculus]"	"0.000"	"8.891"	"1"	"4"	"18"	"4"	"4505"	"509.1"	"6.81"	"40.50"	"4"	"cell organization and biogenesis;protein metabolism;other metabolic processes;transport;developmental processes;other biological processes"	"non-structural extracellular;other membranes;cytosol;ER/Golgi;other cell component"	"signal transduction activity or receptor binding;transporter activity;other molecular function"	"Pf01347, Pf06448, Pf09172, Pf12491"	"238055"	"Apob"	"E9Q414; mmu:238055; Q3UH74; Q497D8; Q61314; Q61318; Q8CGG8"	"ENSMUSG00000020609"	""	"Cell surface interactions at the vascular wall; Cargo recognition for clathrin-mediated endocytosis; Retinoid metabolism and transport; Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Post-translational protein phosphorylation; Heme signaling; Regulation of TLR by endogenous ligand; Scavenging by Class B Receptors; Scavenging by Class A Receptors; Scavenging by Class H Receptors; Platelet sensitization by LDL; VLDL assembly; Chylomicron assembly; Chylomicron remodeling; Chylomicron clearance; LDL clearance; LDL remodeling; VLDL clearance"	"19"	"0"	"0.785"	"3.878"	"1.890"	"0.383"	"-0.35"	"1.96"	"0.92"	"-1.39"	"0.445443246049195"	"6.96427764522722E-05"	"0.132915299916904"	"0.00053616159504577"	"0.926212798619876"	"0.000297321084084701"	"0.221133419330779"	"0.0241808879365642"	"4235505.875"	"2501067.125"	"2957698.34375"	"1713362.5"	"2514887"	"1967069"	"2699862.625"	"2915392.3125"	"12043384.125"	"11444408.0625"	"10871367.4375"	"11059209.75"	"3915467.8125"	"4411768.6875"	"1570854.0625"	""	"5415518.48245467"	"3182236.07866846"	"3897523.42795349"	"2436150.67306809"	"2514887"	"2112807.47018061"	"3311485.3700072"	"3036796.80936849"	"13711471.8894057"	"13601112.3288151"	"13425225.1770535"	"13754628.0603818"	"5223901.95481109"	"5434641.94065535"	"2858238.05345399"	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"n/a"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q3TTY5"	"Keratin, type II cytoskeletal 2 epidermal [OS=Mus musculus]"	"0.000"	"8.730"	"4"	"4"	"12"	"3"	"707"	"70.9"	"8.06"	"16.68"	"4"	"cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;other metabolic processes;other biological processes"	"plasma membrane;cytoskeleton;other cell component"	"bone, tooth or skin structural activity;cytoskeletal activity"	"Pf00038, Pf16208"	"16681"	"Krt2"	"mmu:16681; Q0VBW1; Q3TTY5; Q61869"	"ENSMUSG00000064201"	""	"Formation of the cornified envelope"	"2"	"0"	"0.913"	"0.816"	"1.055"	"1.182"	"-0.13"	"-0.29"	"0.08"	"0.24"	"0.987889377219114"	"0.482459525426965"	"0.992616417200921"	"0.815902306772388"	"0.999998382916006"	"0.573782221311355"	"0.999999277232567"	"0.99999998630615"	"16082018.03125"	"30275136.03125"	"22530534.421875"	"19820285.234375"	"25789862.28125"	"28709955.125"	"22065522.1328125"	"21637882.46875"	"19568391.4257813"	"9170451.09765625"	"21245313.6484375"	"20083110.921875"	"21820598.21875"	"21665247.2265625"	"20767971.6015625"	"2339171.84570313"	"20562470.8012956"	"38520609.5439118"	"29689736.9331566"	"28181544.3107481"	"25789862.28125"	"30837051.2964467"	"27064211.7298019"	"22538940.0118995"	"22278742.1019412"	"10898627.067819"	"26236176.9416002"	"24977889.6747828"	"29112400.1393066"	"26688357.7930429"	"37788237.7120171"	"12697921.5256316"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"P47911"	"60S ribosomal protein L6 [OS=Mus musculus]"	"0.000"	"8.403"	"5"	"1"	"17"	"1"	"296"	"33.5"	"10.70"	"44.28"	"1"	"cell organization and biogenesis;protein metabolism;other metabolic processes"	"cytosol;cytoskeleton;ER/Golgi;translational apparatus;nucleus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf01159, Pf03868"	"19988"	"Rpl6"	"mmu:19988; P47911; Q6P5I2; Q925C3"	"ENSMUSG00000029614"	"Cytoplasmic ribosomal proteins"	"L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"	"8"	"0"	"1.206"	"5.510"	"3.237"	"0.708"	"0.27"	"2.46"	"1.69"	"-0.50"	"0.973460612809447"	"0.000232879119721363"	"0.00383667003836941"	"0.563083229170395"	"0.999998382916006"	"0.000760281832031509"	"0.0121616452263825"	"0.99999998630615"	"460733.40625"	"276718.125"	"130495.8125"	"143189"	"546505.1875"	"185760.515625"	"303153.6875"	"268998.75"	"1338549.625"	"1201791.75"	"1117277.375"	"1372706.5"	"1027896.625"	"987132.8125"	"493498.125"	"154484.109375"	"589093.806187005"	"352082.673909237"	"171961.582067129"	"203593.7980001"	"546505.1875"	"199523.35432926"	"371829.659673882"	"280200.555589588"	"1523947.53544923"	"1428269.98987858"	"1379743.66433995"	"1707270.93258797"	"1371389.43437074"	"1216000.60288963"	"897941.542665231"	"838598.968863359"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q9WUA3"	"ATP-dependent 6-phosphofructokinase, platelet type [OS=Mus musculus]"	"0.000"	"8.374"	"3"	"1"	"2"	"1"	"784"	"85.4"	"7.11"	"7.10"	"1"	"other metabolic processes;other biological processes"	"other membranes;cytosol;other cell component"	"kinase activity;other molecular function"	"Pf00365"	"56421"	"Pfkp"	"mmu:56421; Q3TNA9; Q3U4P1; Q3U7G4; Q4KUG1; Q543K8; Q8C5I6; Q9JI86; Q9WUA3"	"ENSMUSG00000021196"	"Glycolysis and gluconeogenesis"	"Glycolysis"	"2"	"0"	""	"100.000"	"100.000"	"0.429"	""	"6.64"	"6.64"	"-1.22"	""	""	""	"0.028749268110432"	""	""	""	"0.269161025533356"	""	""	""	""	""	""	""	""	""	""	"300922.4375"	"225667.484375"	"103777.6875"	"71827.8359375"	"84566.0234375"	""	""	""	""	""	""	""	""	""	""	""	"371613.921384883"	"280668.54531809"	"138457.13732247"	"88481.1959426757"	"153871.59888912"	""	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"n/a"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q6NXH9"	"Keratin, type II cytoskeletal 73 [OS=Mus musculus]"	"0.000"	"8.373"	"4"	"2"	"23"	"1"	"539"	"58.9"	"8.09"	"58.12"	"2"	"cell organization and biogenesis;other biological processes"	"cytoskeleton"	"bone, tooth or skin structural activity"	"Pf00038, Pf16208"	"223915"	"Krt73"	"mmu:223915; Q6NXH9"	"ENSMUSG00000063661"	""	"Formation of the cornified envelope"	"2"	"0"	"1.028"	"1.020"	"2.648"	"2.668"	"0.04"	"0.03"	"1.40"	"1.42"	"0.89068535578662"	"0.685547920376096"	"0.0909353957143746"	"0.175638704245055"	"0.999998382916006"	"0.769098329709899"	"0.165951412771348"	"0.861011474070869"	"3416619.9375"	"594087.8125"	"1844999.3125"	"2267838.09375"	"2175898.75"	"1687322.5"	"3749312.25"	"3657625.5"	"4869164.375"	"2253745.25"	"2319480.5"	"2291309.765625"	"5485298.953125"	"4199222"	"4364346"	"1568152.5"	"4368490.79309904"	"755888.417362937"	"2431258.09642562"	"3224533.8032661"	"2175898.75"	"1812334.78978309"	"4598675.70612552"	"3809938.51175384"	"5543575.60630479"	"2678464.63865841"	"2864363.49293751"	"2849761.8102679"	"7318324.47516842"	"5172816.07804662"	"7941119.49253065"	"8512532.93844158"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q9CS42"	"Ribose-phosphate pyrophosphokinase 2 [OS=Mus musculus]"	"0.000"	"8.182"	"5"	"1"	"7"	"1"	"318"	"34.8"	"6.61"	"15.19"	"1"	"other metabolic processes;other biological processes"	"cytosol;other cell component"	"kinase activity;other molecular function"	"Pf13793, Pf14572"	"110639"	"Prps2"	"mmu:110639; Q9CS42; Q9CZA9"	"ENSMUSG00000025742"	"Purine metabolism"	"5-Phosphoribose 1-diphosphate biosynthesis"	"2"	"0"	""	"100.000"	"100.000"	"0.945"	""	"6.64"	"6.64"	"-0.08"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"139313.140625"	"158713.875"	"195588.34375"	"142480.203125"	""	""	"94905.4765625"	""	""	""	""	""	""	""	""	""	"158608.925172393"	"188623.581947405"	"241535.167672939"	"177206.350566958"	""	""	"172684.688582981"	""	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"n/a"	"1"	""
